Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Price_USD,Delay_Minutes,Weather_Impact
Southwest,SFO,DFW,26/1/2025 2:17,191,On-time,380.21,50,0
American Airlines,ATL,ORD,18/9/2023 9:16,236,On-time,425.43,25,0
JetBlue,LAX,DEN,28/11/2023 7:43,243,On-time,308.54,6,0
Southwest,LAX,JFK,8/12/2023 2:25,120,On-time,395.81,8,0
American Airlines,JFK,LAX,24/4/2024 1:07,52,On-time,346.11,36,0
American Airlines,ATL,LAX,31/12/2024 5:43,178,Cancelled,443.05,30,0
Southwest,SEA,DEN,19/1/2024 7:16,226,On-time,358.21,3,0
United,SFO,LAX,15/7/2024 7:00,193,On-time,276.67,1,0
Delta,DEN,JFK,7/2/2025 17:40,188,On-time,310.42,6,0
United,ORD,ATL,18/12/2023 11:22,165,On-time,341.70,6,0
JetBlue,SEA,SEA,2/12/2024 10:27,143,Delayed,401.19,2,0
Southwest,ORD,SFO,28/2/2025 5:12,170,On-time,340.70,18,0
JetBlue,DFW,JFK,20/12/2023 6:18,162,Cancelled,284.06,1,0
American Airlines,JFK,ORD,30/11/2024 14:21,188,On-time,310.77,14,0
American Airlines,DFW,LAX,30/8/2023 14:50,136,On-time,293.63,20,0
JetBlue,JFK,SEA,4/2/2024 17:07,273,On-time,437.31,4,0
American Airlines,LAX,ATL,2/10/2023 7:44,227,Delayed,335.42,0,0
Delta,DEN,SFO,2/4/2025 19:27,129,On-time,383.47,2,0
JetBlue,ORD,DFW,26/5/2023 6:42,145,On-time,490.28,11,0
Delta,SFO,SEA,22/3/2024 1:25,151,On-time,316.76,18,1
American Airlines,ATL,DEN,20/12/2024 21:04,188,On-time,593.93,5,0
American Airlines,DFW,JFK,3/4/2025 2:45,176,Delayed,451.64,4,0
Southwest,ATL,JFK,13/8/2024 22:39,127,On-time,302.31,0,0
American Airlines,JFK,SEA,29/10/2023 17:46,235,On-time,340.20,5,1
Southwest,DEN,LAX,13/1/2024 16:39,138,On-time,373.56,6,0
American Airlines,SFO,JFK,18/3/2024 18:20,73,On-time,231.38,9,0
United,DEN,DEN,4/7/2024 7:55,218,On-time,488.78,6,0
United,LAX,LAX,5/2/2025 22:33,153,On-time,395.35,1,0
United,ORD,SEA,4/2/2025 21:20,190,On-time,264.48,28,0
American Airlines,JFK,ORD,23/12/2023 7:42,159,On-time,405.88,2,1
American Airlines,ORD,LAX,17/3/2024 3:56,119,On-time,537.88,2,1
JetBlue,DEN,ATL,15/4/2025 3:02,251,Delayed,315.78,6,0
JetBlue,ORD,JFK,28/2/2025 16:35,174,On-time,310.36,4,0
JetBlue,LAX,JFK,10/2/2024 21:48,165,On-time,356.22,23,0
American Airlines,SEA,DFW,14/7/2023 4:18,200,Delayed,348.53,3,0
American Airlines,ORD,ORD,18/4/2025 17:52,163,On-time,255.96,4,0
JetBlue,DFW,ORD,13/3/2024 20:37,229,Cancelled,228.55,3,0
Southwest,DEN,DFW,4/11/2023 22:15,140,On-time,515.73,10,0
United,JFK,SFO,16/11/2024 18:42,269,On-time,233.90,32,0
American Airlines,DFW,LAX,6/7/2023 12:09,45,On-time,285.51,1,1
JetBlue,SEA,ATL,18/7/2024 11:10,75,On-time,401.35,34,0
Southwest,JFK,JFK,6/12/2023 17:38,179,On-time,345.15,10,0
JetBlue,ORD,DFW,6/9/2024 17:29,218,On-time,404.73,4,0
United,SFO,DEN,12/7/2023 11:54,207,On-time,184.34,16,0
Delta,SEA,LAX,15/12/2024 15:56,164,On-time,342.07,3,1
United,JFK,ORD,2/10/2023 23:38,125,On-time,372.16,4,1
Southwest,LAX,SEA,7/11/2024 4:32,153,On-time,304.04,27,0
Southwest,SEA,LAX,1/6/2023 9:31,94,On-time,464.17,16,0
Delta,ORD,DFW,2/2/2025 5:52,85,On-time,324.57,19,0
Southwest,ORD,LAX,25/3/2024 13:08,132,On-time,389.90,4,0
American Airlines,SEA,DFW,14/5/2024 6:24,248,On-time,474.33,5,0
Delta,LAX,ATL,8/2/2024 19:04,149,On-time,423.54,1,0
Delta,DEN,ATL,23/3/2025 0:41,258,On-time,281.51,10,0
Southwest,JFK,DFW,23/7/2023 7:18,135,On-time,333.12,12,0
Southwest,ORD,ORD,20/7/2023 18:37,82,On-time,373.05,11,1
American Airlines,LAX,DEN,9/4/2025 1:14,187,On-time,141.77,21,0
Southwest,LAX,ATL,23/2/2025 6:21,294,On-time,402.34,1,0
Delta,SFO,ATL,14/7/2023 5:57,214,On-time,228.70,3,0
United,SFO,SEA,5/11/2024 17:59,193,On-time,398.97,9,0
JetBlue,SEA,JFK,18/1/2025 12:42,59,On-time,368.18,2,1
Delta,SFO,ORD,15/10/2023 2:14,294,On-time,452.34,9,0
Delta,SEA,SFO,16/12/2023 7:14,199,On-time,433.70,21,0
Southwest,SEA,SEA,21/4/2025 11:44,257,On-time,274.78,13,1
United,DFW,ATL,15/11/2023 15:25,137,On-time,456.16,0,0
Southwest,SEA,ORD,28/3/2025 14:34,149,On-time,213.48,2,0
JetBlue,DEN,LAX,4/5/2024 4:58,246,On-time,127.80,1,0
Southwest,ATL,DFW,16/5/2023 18:50,242,On-time,488.57,8,0
Delta,LAX,DEN,15/6/2024 14:23,206,Delayed,524.15,9,0
Delta,JFK,ORD,17/4/2025 0:22,240,On-time,453.74,19,0
Southwest,LAX,JFK,26/6/2023 23:45,298,On-time,263.15,4,0
American Airlines,DEN,ORD,7/4/2024 9:18,132,On-time,186.34,8,1
Delta,SFO,LAX,15/10/2023 13:41,112,Cancelled,484.73,2,1
United,DEN,LAX,8/2/2024 18:24,175,On-time,247.41,3,0
American Airlines,ATL,ATL,28/9/2024 4:44,121,On-time,196.04,18,0
United,SFO,SFO,8/7/2024 6:46,62,On-time,312.18,8,0
Southwest,JFK,ATL,25/7/2023 11:39,175,On-time,381.53,0,0
Southwest,DFW,DFW,23/11/2023 11:13,239,On-time,270.76,9,1
United,DFW,ATL,28/10/2023 8:47,152,On-time,376.10,4,0
Delta,ATL,LAX,4/9/2024 10:24,239,On-time,304.83,8,0
Southwest,DFW,LAX,28/12/2023 14:09,228,On-time,376.88,4,0
JetBlue,LAX,ORD,1/11/2024 17:23,55,On-time,523.35,6,0
American Airlines,JFK,JFK,17/5/2024 19:06,239,On-time,221.27,5,0
Southwest,ORD,SEA,21/6/2023 0:52,210,On-time,392.38,3,0
Delta,ORD,SEA,22/1/2025 6:56,171,On-time,235.96,3,0
United,ORD,SEA,11/4/2025 2:49,194,On-time,473.54,7,0
Delta,ORD,LAX,27/6/2023 20:20,282,On-time,297.54,14,0
Delta,LAX,ORD,1/3/2025 2:30,249,Cancelled,287.44,15,0
American Airlines,SEA,DFW,13/9/2024 14:35,207,On-time,415.16,18,0
American Airlines,JFK,SEA,21/10/2023 12:15,201,On-time,341.15,9,0
Southwest,ATL,ATL,14/12/2023 9:54,73,On-time,277.83,7,1
Southwest,DFW,JFK,5/6/2024 5:51,170,On-time,387.15,6,0
American Airlines,SFO,ORD,19/2/2024 21:44,156,On-time,106.73,5,0
Delta,ORD,DFW,5/6/2024 0:16,216,On-time,497.17,5,0
Southwest,SEA,LAX,19/3/2025 19:07,159,On-time,384.51,6,0
American Airlines,DFW,JFK,6/12/2024 6:10,261,On-time,415.97,11,0
American Airlines,DEN,DFW,22/3/2025 9:46,143,On-time,383.84,1,0
American Airlines,LAX,DFW,17/12/2023 5:47,258,Delayed,380.80,1,0
United,SFO,DEN,13/4/2024 5:08,107,Delayed,281.53,18,1
United,DEN,DEN,12/10/2024 2:00,242,On-time,501.83,2,0
United,ATL,DEN,2/8/2024 14:07,203,Delayed,422.70,14,0
Delta,SEA,DFW,2/11/2023 6:44,267,On-time,252.02,2,0
Delta,ATL,SEA,19/4/2024 3:06,257,On-time,76.32,13,0
Delta,LAX,SEA,31/7/2023 18:27,239,On-time,250.15,2,0
American Airlines,DFW,DFW,18/7/2024 10:27,240,Cancelled,309.07,8,0
JetBlue,ORD,SFO,1/8/2023 18:07,181,On-time,296.82,5,0
Southwest,SEA,JFK,10/6/2024 22:38,185,On-time,321.08,13,0
Southwest,DFW,SEA,16/4/2024 18:27,171,On-time,523.24,9,1
American Airlines,ATL,LAX,8/3/2024 19:52,256,On-time,422.76,8,0
Delta,DFW,ORD,12/6/2023 17:37,215,On-time,399.18,9,0
Delta,SFO,ATL,29/11/2023 7:15,249,On-time,367.75,20,0
JetBlue,DFW,DEN,23/11/2023 0:20,159,Delayed,191.33,3,0
Delta,LAX,DEN,20/6/2023 4:20,136,On-time,359.16,21,0
American Airlines,DFW,LAX,17/11/2024 12:33,245,On-time,132.56,5,0
Delta,ORD,SFO,29/3/2024 16:29,260,On-time,354.40,20,0
American Airlines,ORD,ATL,12/4/2025 20:55,221,Cancelled,353.94,5,0
American Airlines,DEN,DFW,23/12/2024 1:28,72,On-time,423.56,21,0
Delta,DEN,SFO,9/4/2025 22:41,154,Delayed,376.00,10,1
JetBlue,LAX,ATL,25/9/2023 11:40,327,Delayed,435.09,17,0
United,SEA,DEN,20/7/2023 18:43,156,On-time,381.48,9,0
American Airlines,DEN,ORD,28/7/2023 15:16,116,Delayed,364.98,11,0
United,SEA,DEN,19/9/2023 1:26,139,On-time,295.01,5,0
JetBlue,DFW,DEN,24/12/2024 11:57,121,On-time,461.36,4,1
United,SFO,LAX,8/6/2023 12:32,225,On-time,273.21,24,1
Southwest,ATL,JFK,14/8/2024 3:54,210,On-time,408.87,9,0
Southwest,ORD,ATL,6/5/2023 3:35,213,On-time,395.41,9,0
United,ORD,LAX,28/9/2024 3:43,197,On-time,308.08,31,1
United,SFO,SEA,12/9/2024 11:55,137,Cancelled,174.80,6,0
Southwest,DEN,DFW,20/6/2023 6:26,177,On-time,213.22,0,1
American Airlines,SFO,ORD,4/3/2024 0:37,56,On-time,395.64,12,0
JetBlue,ATL,SEA,8/1/2024 22:31,291,On-time,390.15,3,0
JetBlue,JFK,ORD,11/8/2024 23:25,164,On-time,378.91,47,0
Delta,ATL,DFW,18/4/2025 12:54,211,Delayed,440.06,0,0
United,LAX,LAX,15/1/2025 13:57,188,On-time,322.67,0,1
Southwest,SEA,ATL,6/7/2024 5:23,169,On-time,440.25,5,0
Delta,DEN,SEA,31/8/2024 9:55,64,On-time,394.99,1,0
Delta,JFK,SEA,8/6/2024 2:29,131,On-time,279.24,3,0
American Airlines,SEA,ORD,23/7/2024 5:34,285,On-time,292.24,4,0
United,ATL,DEN,1/9/2023 8:51,195,On-time,382.23,4,0
JetBlue,DFW,SEA,16/7/2023 19:06,176,On-time,529.49,5,0
American Airlines,SEA,DEN,2/1/2024 0:22,246,On-time,435.26,17,0
Southwest,ATL,DFW,8/6/2023 7:57,85,Delayed,319.25,1,0
American Airlines,JFK,ORD,2/2/2025 1:13,106,On-time,193.97,4,0
American Airlines,LAX,SEA,19/10/2024 4:44,178,On-time,303.41,4,0
Delta,DEN,JFK,12/8/2024 4:43,277,On-time,239.54,3,0
JetBlue,DEN,ATL,12/12/2024 17:30,95,Delayed,497.01,9,1
Southwest,DEN,JFK,22/4/2025 10:24,181,On-time,315.20,1,0
United,ATL,JFK,16/5/2024 9:29,93,On-time,192.47,4,0
American Airlines,ORD,ORD,26/9/2023 5:39,204,On-time,332.59,2,0
Delta,JFK,SFO,30/7/2023 22:35,118,On-time,98.92,1,0
American Airlines,SEA,ATL,10/4/2024 5:04,198,On-time,438.23,2,0
American Airlines,SEA,DEN,21/12/2023 3:20,153,On-time,290.28,1,0
Southwest,SEA,JFK,16/11/2024 14:25,334,On-time,504.34,1,0
Southwest,SFO,DFW,4/1/2024 13:11,157,Cancelled,435.07,2,0
JetBlue,JFK,DFW,7/8/2023 23:53,185,On-time,391.04,51,0
JetBlue,DEN,ORD,19/10/2024 20:26,210,On-time,514.51,18,0
United,JFK,DEN,3/8/2023 12:45,100,On-time,295.30,13,0
American Airlines,DFW,ATL,18/10/2023 12:18,153,On-time,400.77,2,0
American Airlines,ATL,SFO,24/9/2024 19:34,122,On-time,506.11,3,0
American Airlines,DEN,JFK,31/12/2023 8:29,214,On-time,470.01,3,1
Delta,DEN,SEA,3/5/2024 9:38,170,Delayed,370.29,40,0
United,ATL,SFO,2/5/2024 1:58,240,On-time,239.82,2,0
American Airlines,ATL,SEA,18/7/2023 12:42,239,On-time,363.66,56,0
Delta,ORD,JFK,22/5/2024 6:44,263,On-time,526.64,34,0
United,DFW,JFK,5/9/2023 17:14,227,On-time,288.24,14,0
JetBlue,DFW,ORD,18/12/2024 18:04,113,On-time,192.45,4,0
JetBlue,DEN,LAX,29/3/2025 4:40,128,On-time,485.65,2,0
United,SEA,JFK,17/11/2024 10:49,60,On-time,395.33,12,0
JetBlue,JFK,SEA,17/10/2023 1:31,93,On-time,372.93,3,0
JetBlue,LAX,DEN,12/4/2024 10:23,215,On-time,337.48,8,0
United,DEN,DFW,6/3/2024 23:08,82,On-time,320.06,39,0
JetBlue,LAX,ORD,24/10/2023 22:04,267,Delayed,329.16,4,0
American Airlines,JFK,ATL,23/11/2023 13:01,151,On-time,163.56,9,0
American Airlines,SFO,ORD,29/1/2024 1:47,157,Delayed,342.10,4,0
United,JFK,SFO,29/5/2024 0:25,148,Delayed,601.03,16,0
American Airlines,ORD,SFO,31/1/2024 21:33,88,On-time,177.31,3,0
JetBlue,ATL,SEA,5/8/2023 17:23,201,On-time,389.31,0,0
American Airlines,JFK,LAX,22/1/2025 14:53,181,On-time,126.59,1,1
American Airlines,LAX,DFW,14/4/2024 6:35,154,On-time,181.43,28,0
Delta,LAX,ORD,10/11/2024 15:23,203,On-time,375.25,16,0
Delta,ORD,JFK,24/9/2024 3:25,209,On-time,395.13,12,0
JetBlue,JFK,DEN,20/8/2024 9:05,153,On-time,341.44,12,0
American Airlines,ATL,ORD,22/12/2024 5:00,179,Cancelled,378.32,8,0
Southwest,SEA,DFW,19/5/2023 7:29,215,On-time,264.92,1,1
JetBlue,LAX,ORD,6/7/2023 8:06,152,On-time,394.03,2,0
Delta,JFK,SEA,14/1/2024 21:53,243,Delayed,302.92,12,0
United,JFK,DEN,19/4/2025 4:51,243,Delayed,230.58,15,0
Southwest,LAX,ORD,12/6/2024 7:44,167,Delayed,114.81,0,0
American Airlines,LAX,DEN,13/9/2023 4:56,152,On-time,270.91,12,0
JetBlue,SFO,JFK,26/7/2023 22:30,172,On-time,303.86,1,0
Southwest,DEN,SFO,5/3/2025 13:33,76,On-time,377.86,16,0
Southwest,DEN,ATL,13/1/2024 8:53,192,On-time,210.89,23,0
Delta,SFO,SFO,4/4/2024 4:13,221,On-time,385.63,0,0
United,LAX,DFW,22/10/2024 13:02,130,Cancelled,335.55,6,0
United,DEN,DEN,16/3/2024 19:06,160,On-time,144.84,10,0
United,ORD,SEA,15/4/2024 16:49,272,Cancelled,289.30,5,0
JetBlue,ATL,SEA,2/5/2023 4:10,153,On-time,428.54,1,0
Delta,DFW,LAX,18/3/2025 3:17,215,On-time,78.44,20,0
JetBlue,ATL,SFO,9/11/2023 18:22,206,On-time,425.09,10,0
JetBlue,DFW,DEN,10/3/2024 19:36,-21,On-time,415.78,2,0
American Airlines,DEN,JFK,10/1/2024 18:27,192,On-time,378.59,11,0
Delta,LAX,LAX,3/10/2024 0:35,201,On-time,289.55,26,0
Delta,DFW,ORD,29/1/2025 9:03,103,On-time,471.43,33,0
JetBlue,JFK,SEA,16/8/2023 14:50,348,On-time,315.87,4,1
American Airlines,SFO,DFW,27/6/2023 21:15,273,On-time,260.71,8,0
JetBlue,DEN,LAX,7/5/2023 3:08,154,On-time,275.22,1,0
United,SEA,ORD,11/4/2024 2:33,129,Delayed,162.47,10,0
American Airlines,DFW,DEN,9/1/2024 16:17,319,Delayed,321.76,1,0
Southwest,SFO,SEA,13/10/2024 11:46,51,Delayed,345.78,5,0
Delta,ATL,SFO,5/10/2024 14:32,110,Cancelled,171.99,14,0
JetBlue,ORD,SFO,6/7/2024 2:47,156,On-time,228.11,6,0
Southwest,ATL,DFW,9/9/2023 11:16,162,Delayed,394.87,4,0
JetBlue,SFO,DFW,20/9/2023 7:05,213,On-time,367.41,12,1
Southwest,JFK,SEA,8/12/2023 0:43,248,On-time,265.24,3,0
Delta,SEA,JFK,1/11/2024 12:02,226,On-time,332.30,6,0
JetBlue,SEA,JFK,16/11/2024 5:19,135,On-time,428.66,4,0
JetBlue,SFO,LAX,27/4/2023 22:07,202,On-time,410.84,0,0
Delta,SFO,SEA,7/1/2024 9:23,160,On-time,256.01,35,0
United,JFK,SEA,16/6/2024 12:41,126,Delayed,420.79,4,0
United,JFK,SFO,15/5/2024 7:04,121,On-time,281.98,2,0
JetBlue,DFW,ORD,9/4/2025 5:54,137,On-time,67.67,24,1
American Airlines,SFO,ATL,19/5/2024 18:13,110,On-time,414.90,7,0
JetBlue,JFK,DFW,16/12/2024 12:55,306,On-time,313.74,18,0
American Airlines,ORD,DFW,19/8/2024 12:04,75,On-time,315.24,21,0
Delta,DFW,JFK,31/1/2025 18:13,188,On-time,302.72,13,0
American Airlines,ATL,DEN,27/8/2023 6:36,250,On-time,356.85,10,0
JetBlue,DEN,JFK,7/10/2023 20:52,126,On-time,282.19,17,0
United,SEA,DFW,1/1/2025 4:10,245,On-time,386.17,31,0
JetBlue,DEN,SEA,1/5/2024 2:11,211,Delayed,356.70,12,0
Delta,LAX,ATL,29/9/2023 23:56,303,On-time,273.63,17,1
United,DFW,SEA,1/3/2025 6:38,126,On-time,267.14,22,0
Southwest,SFO,ORD,15/9/2023 15:51,185,On-time,400.75,2,0
Delta,LAX,ORD,20/1/2025 14:35,185,On-time,332.50,6,0
JetBlue,DEN,SFO,9/12/2024 10:48,159,On-time,484.30,4,0
JetBlue,LAX,JFK,9/3/2024 6:12,64,On-time,263.48,24,0
American Airlines,LAX,DEN,1/5/2023 1:29,172,On-time,624.65,5,0
Southwest,SFO,LAX,3/9/2023 10:34,169,On-time,412.87,1,0
United,SFO,SFO,5/1/2025 17:16,178,On-time,290.39,0,0
United,ORD,DEN,15/9/2023 19:25,33,On-time,396.83,8,1
United,ORD,DFW,22/9/2023 22:08,140,On-time,362.20,13,0
Delta,ATL,SFO,26/8/2024 18:11,290,Cancelled,298.43,12,0
Delta,LAX,ATL,22/4/2025 9:22,169,On-time,354.22,1,0
United,SFO,DEN,17/6/2023 22:45,109,On-time,369.23,4,0
Delta,JFK,ORD,2/3/2025 12:55,140,Delayed,454.42,22,0
Delta,ATL,SEA,4/10/2024 20:26,179,On-time,458.68,11,0
JetBlue,ATL,DEN,8/3/2024 9:26,173,On-time,232.67,6,0
Southwest,LAX,SFO,20/11/2023 14:20,108,On-time,494.78,10,0
Southwest,DEN,DFW,19/2/2025 11:31,194,Delayed,318.39,29,0
JetBlue,SEA,SFO,7/7/2024 16:14,265,On-time,365.00,1,0
JetBlue,ORD,ORD,22/2/2024 10:09,161,On-time,207.47,29,0
JetBlue,SEA,LAX,19/12/2024 2:45,236,On-time,306.47,10,0
Delta,ORD,DFW,24/9/2024 2:07,110,On-time,361.01,8,0
Southwest,ATL,LAX,10/6/2024 21:55,194,Delayed,394.62,27,0
Southwest,SFO,LAX,29/7/2023 3:03,246,On-time,389.78,5,1
Southwest,LAX,JFK,30/1/2025 17:49,133,Delayed,233.38,17,0
United,ATL,ATL,15/7/2024 21:36,194,Cancelled,259.30,28,0
Delta,DEN,DFW,8/12/2024 2:59,154,On-time,353.83,14,0
JetBlue,JFK,JFK,29/10/2023 0:46,118,On-time,309.47,19,1
American Airlines,JFK,LAX,8/11/2024 15:49,137,On-time,463.33,2,0
Delta,SFO,DFW,15/9/2023 15:38,128,On-time,222.46,11,0
United,SFO,ORD,27/10/2023 21:57,148,Delayed,442.04,5,0
JetBlue,SFO,LAX,28/2/2024 12:15,174,On-time,429.53,4,1
American Airlines,LAX,SFO,8/10/2024 5:15,180,On-time,341.03,24,0
American Airlines,JFK,SFO,16/6/2024 3:52,274,On-time,215.00,1,0
American Airlines,ATL,ORD,6/3/2025 2:08,339,On-time,287.09,6,1
Delta,LAX,JFK,7/12/2024 22:52,257,On-time,184.30,2,0
American Airlines,SEA,SEA,18/12/2024 16:18,183,On-time,364.24,10,0
United,SEA,LAX,26/8/2023 9:10,104,Delayed,324.96,19,0
American Airlines,LAX,SFO,16/10/2024 22:17,290,Delayed,272.26,6,1
Southwest,SFO,ATL,14/5/2023 17:13,206,On-time,369.04,0,0
Southwest,LAX,ATL,19/6/2024 3:43,176,On-time,284.91,0,0
Delta,DEN,SEA,5/10/2023 12:10,200,Delayed,364.32,12,0
Delta,DFW,SEA,30/6/2023 22:34,137,On-time,414.54,6,1
United,DEN,ORD,2/1/2024 15:52,159,On-time,177.80,8,1
Southwest,SFO,LAX,25/3/2024 10:30,155,On-time,270.76,15,0
Southwest,LAX,ATL,29/4/2023 1:39,54,Delayed,223.78,19,0
JetBlue,ORD,JFK,2/5/2023 20:22,193,Cancelled,420.25,14,0
American Airlines,SEA,DFW,17/12/2023 1:37,110,On-time,416.75,14,1
Delta,DEN,DFW,2/11/2023 12:45,174,On-time,170.51,16,0
Southwest,ORD,SFO,13/8/2023 15:05,314,On-time,345.52,18,0
Delta,ATL,DFW,9/10/2023 23:48,164,On-time,167.00,3,0
Southwest,ATL,SEA,30/3/2025 13:15,135,On-time,379.98,2,0
United,ORD,DFW,10/2/2024 8:02,240,Delayed,500.13,9,0
Southwest,DEN,LAX,1/6/2024 21:54,160,Delayed,490.07,7,0
United,SFO,SEA,9/11/2023 4:16,89,On-time,389.31,5,0
United,JFK,SEA,5/6/2023 10:45,200,On-time,256.58,2,0
Delta,DEN,SEA,7/8/2024 18:13,272,On-time,394.74,21,0
Southwest,JFK,SEA,10/12/2024 6:13,223,On-time,391.63,8,0
American Airlines,SFO,DFW,26/6/2024 7:54,187,On-time,389.20,49,0
JetBlue,ORD,SFO,15/4/2025 15:14,156,On-time,461.86,6,0
JetBlue,ORD,LAX,3/7/2023 17:11,102,On-time,401.01,4,0
American Airlines,ATL,ORD,6/1/2025 19:21,197,On-time,293.89,18,0
Southwest,LAX,LAX,27/7/2023 15:38,124,Delayed,291.30,15,1
American Airlines,DFW,SEA,26/2/2024 6:55,151,On-time,323.06,31,0
American Airlines,SEA,ORD,17/11/2023 7:26,90,Delayed,520.13,1,0
American Airlines,SEA,ORD,10/12/2023 13:26,254,On-time,309.02,27,0
United,DFW,SFO,17/2/2025 19:48,100,On-time,429.18,6,0
JetBlue,ATL,ATL,25/11/2024 4:54,293,On-time,359.11,8,0
United,SEA,SFO,29/6/2024 12:16,61,Cancelled,307.41,5,0
JetBlue,JFK,DFW,15/4/2024 11:56,285,On-time,317.19,5,0
American Airlines,ATL,DEN,10/11/2023 12:35,149,On-time,370.61,8,0
American Airlines,ATL,DFW,14/6/2024 4:27,211,On-time,183.46,0,0
Southwest,JFK,SEA,5/4/2024 10:30,175,Delayed,247.69,24,0
Delta,SFO,DFW,18/2/2024 16:25,241,On-time,398.14,6,0
Southwest,ORD,ATL,17/5/2024 11:42,168,On-time,287.43,2,0
Southwest,DEN,DEN,25/12/2023 2:14,183,On-time,213.32,19,0
United,ATL,JFK,1/5/2024 15:53,186,Cancelled,401.93,5,0
Delta,DFW,SEA,22/6/2024 2:41,237,On-time,380.13,6,0
American Airlines,JFK,ATL,6/10/2023 7:31,160,On-time,295.74,0,1
Southwest,ATL,DEN,25/12/2024 16:31,233,On-time,194.49,14,0
United,ATL,SFO,17/6/2024 23:50,147,Delayed,410.18,0,0
JetBlue,ORD,ORD,13/4/2024 6:53,135,On-time,124.76,27,0
United,DEN,LAX,27/4/2023 13:57,189,Cancelled,316.62,14,0
JetBlue,JFK,LAX,25/5/2024 9:48,216,On-time,82.17,1,0
Southwest,ORD,LAX,31/7/2023 11:43,-3,Delayed,215.70,33,0
Southwest,DEN,SEA,16/4/2024 21:07,38,On-time,304.74,17,0
United,LAX,JFK,9/3/2024 5:41,98,On-time,389.52,1,0
JetBlue,DEN,DFW,19/9/2024 17:22,109,On-time,397.83,0,0
Delta,JFK,LAX,21/6/2023 0:41,215,On-time,79.04,5,0
Delta,DFW,DEN,15/9/2024 1:14,244,On-time,309.92,6,0
United,DEN,LAX,23/7/2024 7:22,96,On-time,354.19,33,0
Delta,DFW,ORD,9/5/2023 8:46,267,On-time,299.71,19,0
Delta,ORD,JFK,18/9/2023 2:41,200,On-time,417.43,1,0
JetBlue,DEN,DEN,18/9/2024 7:40,203,Delayed,435.33,4,0
JetBlue,ATL,JFK,27/9/2024 10:16,171,On-time,271.33,12,0
JetBlue,JFK,SEA,12/10/2023 16:13,169,On-time,452.65,26,0
United,ORD,ATL,18/1/2024 17:23,240,On-time,279.77,8,0
JetBlue,SEA,LAX,22/4/2024 3:24,81,On-time,222.95,0,1
Delta,DEN,SFO,29/11/2024 8:12,63,On-time,306.01,0,0
American Airlines,ATL,SFO,26/3/2024 8:29,139,On-time,336.38,1,1
Delta,DFW,SEA,17/10/2023 16:31,230,On-time,316.78,2,0
United,JFK,ATL,18/1/2024 14:53,98,On-time,278.92,4,0
American Airlines,LAX,ATL,29/12/2023 22:19,279,On-time,411.06,1,0
JetBlue,LAX,DEN,23/11/2023 22:53,57,On-time,352.33,17,1
American Airlines,LAX,DFW,8/2/2025 6:03,254,On-time,338.62,0,1
Delta,ORD,DEN,19/8/2023 15:22,156,On-time,408.89,14,0
JetBlue,DEN,DEN,17/4/2025 15:25,196,On-time,334.20,20,0
JetBlue,LAX,SFO,24/4/2024 14:12,213,On-time,264.94,16,0
Southwest,LAX,JFK,11/9/2024 15:58,269,On-time,318.88,1,0
JetBlue,SFO,SFO,3/9/2023 5:37,78,On-time,473.12,5,0
Delta,SEA,DEN,21/3/2025 2:28,191,On-time,411.85,44,0
Southwest,SEA,JFK,29/7/2024 21:33,215,On-time,598.19,3,0
American Airlines,JFK,DFW,7/11/2024 2:29,173,On-time,286.45,20,0
Southwest,JFK,DEN,15/7/2024 13:06,276,On-time,242.78,0,0
JetBlue,LAX,JFK,4/4/2025 20:56,159,On-time,689.87,14,0
United,SFO,DFW,7/7/2024 15:49,213,On-time,409.97,2,0
United,SFO,SEA,23/2/2025 12:05,255,On-time,241.15,2,0
Delta,ATL,SFO,17/8/2024 6:57,157,Cancelled,280.96,6,0
Southwest,ORD,LAX,20/2/2024 15:37,216,On-time,188.12,9,1
American Airlines,DFW,LAX,3/8/2023 19:57,272,On-time,156.15,1,0
JetBlue,DFW,DEN,11/2/2024 0:14,129,On-time,409.31,5,0
JetBlue,ATL,DEN,28/3/2024 8:59,202,Delayed,552.53,5,0
JetBlue,DEN,DEN,18/10/2024 17:16,92,On-time,139.81,17,1
Delta,DEN,LAX,10/2/2024 14:56,225,On-time,209.12,9,0
Southwest,DEN,SFO,15/5/2023 19:01,221,On-time,64.87,28,0
United,SEA,DEN,22/6/2023 0:06,186,Delayed,165.66,2,0
Southwest,DEN,SFO,25/9/2024 9:00,222,On-time,458.68,13,0
Southwest,ORD,DEN,29/4/2024 7:58,198,On-time,354.07,9,0
United,ORD,DEN,10/11/2024 13:09,211,On-time,320.96,12,0
Southwest,DFW,SFO,21/1/2024 12:24,195,Cancelled,202.48,2,0
Delta,DFW,SEA,27/4/2024 16:27,94,On-time,277.60,0,0
Southwest,SEA,DFW,10/10/2024 7:29,262,On-time,385.63,5,0
American Airlines,JFK,ATL,11/12/2024 22:38,223,On-time,416.28,1,1
United,ATL,ATL,15/7/2024 9:59,156,On-time,325.10,7,0
American Airlines,SFO,LAX,10/11/2023 21:02,145,On-time,247.07,20,0
JetBlue,ATL,ATL,15/3/2024 11:33,119,Delayed,354.48,3,0
Southwest,SEA,ORD,30/7/2023 6:14,88,Delayed,396.93,5,0
United,SEA,ORD,14/5/2023 13:49,161,Delayed,97.13,4,0
